FIPS State county code,CBSA (Blanks are Rural),Rural area,Urban area
54107,37620,1,0
54109,,0,1
54990,,0,1
55001,,0,1
55003,,0,1
55005,,0,1
55007,,0,1
55009,24580,1,0
55011,,0,1
55013,,0,1
55015,11540,1,0
55017,20740,1,0
55019,,0,1
55021,31540,1,0
55023,,0,1
55025,31540,1,0
55027,,0,1
55029,,0,1
55031,20260,1,0
55033,,0,1
55035,20740,1,0
55037,,0,1
55039,22540,1,0
55041,,0,1
55043,,0,1
55045,31540,1,0
55047,,0,1
55049,31540,1,0
55051,,0,1
55053,,0,1
55055,,0,1
55057,,0,1
55059,29404,1,0
55061,24580,1,0
55063,29100,1,0
55065,,0,1
55067,,0,1
55069,,0,1
55071,,0,1
55073,48140,1,0
55075,,0,1
55077,,0,1
55078,,0,1
55079,33340,1,0
55081,,0,1
55083,24580,1,0
55085,,0,1
55087,11540,1,0
55089,33340,1,0
55091,,0,1
55093,33460,1,0
55095,,0,1
55097,,0,1
55099,,0,1
55101,39540,1,0
55103,,0,1
55105,27500,1,0
55107,,0,1
55109,33460,1,0
55111,,0,1
55113,,0,1
55115,,0,1
55117,43100,1,0
55119,,0,1
55121,,0,1
55123,,0,1
55125,,0,1
55127,,0,1
55129,,0,1
55131,33340,1,0
55133,33340,1,0
55135,,0,1
55137,,0,1
55139,36780,1,0
55141,,0,1
55990,,0,1
56001,,0,1
56003,,0,1
56005,,0,1
56007,,0,1
56009,,0,1
56011,,0,1
56013,,0,1
56015,,0,1
56017,,0,1
56019,,0,1
56021,16940,1,0
56023,,0,1
56025,16220,1,0
56027,,0,1
56029,,0,1
56031,,0,1
56033,,0,1
56035,,0,1
56037,,0,1
56039,,0,1
56041,,0,1
56043,,0,1
56045,,0,1
56990,,0,1
