Federal Provider Number,Residents Total Confirmed COVID-19,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total COVID-19 Deaths,No Confirmed COVID-19 Cases among residents,Confirmed COVID-19 Cases among residents (1-<95% Percentile),Confirmed COVID-19 Cases among residents (>=95% Percentile),No Confirmed COVID-19 Cases among staff,Confirmed COVID-19 Cases among staff (1-<95% Percentile),Confirmed COVID-19 Cases among staff (>=95% Percentile),No Confirmed COVID-19 Deaths among residents,Confirmed COVID-19 Deaths among residents (1-<95% Percentile),Confirmed COVID-19 Deaths among residents (>=95% Percentile),No Confirmed COVID-19 Deaths among staff,Confirmed COVID-19 Deaths among staff (>0),Facility size Small (<33% Percentile beds),Facility size Medium (33%-66% Percentile beds),Facility size Large (>66% Percentile beds),Low occupancy rate (<33% Percentile),Medium occupancy rate (33%-66% Percentile),High occupancy rate (>66% Percentile)
145614,39,13,150,94,20,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105509,16,2,120,97,17,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
146078,2,0,51,36,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
146182,2,0,64,32,3,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145430,0,0,122,95,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
115713,1,0,30,25,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
146083,0,0,125,88,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145489,0,0,60,45,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145875,39,11,89,68,14,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
105926,17,0,120,85,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
145333,78,14,259,176,46,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
146000,1,1,104,76,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
105875,0,0,30,23,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
105826,2,0,60,53,11,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
105762,21,2,120,74,21,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
145969,5,3,232,176,14,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105999,0,0,120,101,4,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
145785,0,0,52,42,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145744,0,0,72,45,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
146190,0,0,39,17,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
145935,0,0,124,83,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
105683,15,6,93,78,13,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
115621,13,1,100,72,2,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
145211,20,8,163,63,13,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
155086,0,0,80,58,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
145820,0,0,80,41,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
145381,0,0,105,68,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
115544,35,4,128,52,10,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
106123,8,0,131,73,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
145634,61,17,164,121,33,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
105983,0,4,81,71,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
115515,0,6,100,74,4,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
105441,4,0,203,169,16,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
125057,0,0,30,27,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
145500,0,0,121,86,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145795,42,24,206,128,84,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
106131,34,5,180,150,26,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105996,0,0,120,116,5,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
145583,0,0,36,9,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
105565,1,0,119,100,9,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
146009,3,3,72,46,6,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
106099,5,0,120,101,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
155072,14,4,133,86,5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105919,0,0,59,53,7,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
145655,1,0,106,84,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
105423,16,0,180,168,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
115716,0,0,40,18,4,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
125009,0,0,120,97,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
155223,2,0,119,94,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
145857,0,0,60,45,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
125040,0,0,252,218,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
146038,0,0,47,29,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
145631,0,0,54,36,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
106025,0,0,120,102,10,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105734,14,0,120,106,14,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
145765,31,10,128,109,18,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
145620,1,0,120,78,4,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
106061,20,2,146,114,14,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
115540,0,0,110,92,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105696,18,6,120,79,15,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
115558,0,0,71,51,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
115615,37,2,254,191,27,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105679,2,0,120,105,6,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105333,0,0,116,98,9,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
115619,1,0,130,115,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
115273,33,5,246,190,4,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
106050,0,0,56,43,3,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
106112,0,0,179,115,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
146040,0,0,98,45,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
145778,132,16,404,366,54,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
145681,68,13,193,109,22,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
106064,0,0,120,91,28,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105342,23,2,120,88,26,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
145538,1,0,130,102,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
115298,13,1,108,83,15,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
146076,0,0,134,82,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
106041,4,0,120,98,7,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
115643,41,2,167,144,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
145904,60,26,100,49,90,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
146169,28,2,99,82,20,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
115266,0,0,108,84,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
105707,68,3,120,69,32,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
145843,42,24,160,74,42,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
115570,21,4,83,52,6,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
115005,107,23,165,119,31,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1
115394,6,1,122,95,14,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
146104,0,0,56,46,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
135021,0,0,92,66,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
105982,4,0,120,103,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
145813,0,0,101,56,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
106000,20,5,120,77,3,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
145413,0,0,101,76,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
135128,0,1,97,58,2,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
145791,0,0,98,67,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
146002,0,0,83,48,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
115719,0,0,100,96,4,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
115580,63,4,109,69,14,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
145639,4,19,231,180,28,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
145316,6,0,171,162,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
105431,2,0,120,93,7,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
125059,0,0,113,106,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
145706,17,3,175,85,50,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
145927,43,17,135,86,13,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
14A057,20,4,144,125,18,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105792,0,0,177,138,5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145469,0,0,128,57,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
106126,3,0,113,68,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
125029,0,0,66,47,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
115684,5,0,78,59,8,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
105927,26,0,84,45,29,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
145304,15,4,240,125,9,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105785,0,0,40,37,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
115411,0,0,120,114,5,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
14E264,0,0,65,63,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
145730,54,11,208,133,20,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
135082,0,0,65,27,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
105366,0,0,117,85,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105496,1,0,180,124,17,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145752,31,11,131,99,10,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
125047,0,0,32,26,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
105668,0,0,120,89,12,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
106141,0,0,150,84,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
115362,20,11,100,80,3,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
115651,0,0,75,57,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
115675,0,0,55,51,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
105455,0,0,180,131,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
115655,1,0,95,94,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
115638,14,0,100,76,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
145482,2,17,191,158,24,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
145603,1,0,106,94,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105967,1,0,120,95,4,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105461,0,0,120,102,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
155165,0,0,130,101,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
145784,3,0,232,204,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145847,0,0,109,89,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
106093,0,0,120,90,9,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105878,2,0,60,43,14,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
105489,0,0,101,56,9,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
145429,19,13,300,169,7,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
145499,0,0,85,41,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
155206,20,9,168,73,5,4,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
115474,0,0,77,62,6,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
115551,16,1,87,51,7,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
106030,30,0,107,103,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
145837,0,0,89,56,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
105401,2,0,120,94,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
125042,0,0,82,71,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
106067,0,0,40,33,3,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145173,5,0,173,138,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
105561,1,0,180,159,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145712,27,2,106,82,12,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
125019,0,0,182,152,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
145862,0,0,108,66,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
145445,0,0,144,122,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145609,9,2,79,38,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
155061,0,0,75,46,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
115722,0,0,66,40,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
145122,50,18,97,54,8,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
106103,0,0,126,85,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
146108,0,0,50,27,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
105638,44,7,120,106,21,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
145761,4,0,130,103,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
115365,22,0,150,91,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
145623,0,0,123,76,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
155115,3,1,144,78,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
145026,1,0,105,56,13,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
105407,0,0,117,95,7,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
115771,44,6,144,112,10,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105868,1,0,120,86,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105860,0,0,88,81,6,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
145286,3,0,84,59,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
145519,0,0,119,98,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
146069,1,0,42,30,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
135089,1,0,45,35,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145776,45,14,143,75,24,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
145247,0,0,120,71,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
125064,0,0,119,107,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
115313,2,0,157,137,4,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145990,0,0,86,72,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
135113,28,34,116,34,16,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
145438,6,2,98,53,2,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
145337,0,1,302,245,5,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
106008,0,0,60,48,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
146086,0,0,73,39,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
106108,0,0,44,31,10,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
105543,1,0,120,114,24,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105839,1,0,120,113,7,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
146066,0,0,99,47,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
155029,6,1,115,61,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
106058,2,0,120,119,18,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
145685,1,0,91,73,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
145700,4,0,203,132,10,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
146021,1,0,74,44,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
125023,0,0,10,9,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
145850,17,0,485,292,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
105395,0,0,60,49,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
155128,0,0,82,36,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
115022,10,3,96,85,21,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
146013,0,2,72,58,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
105434,1,0,174,155,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
115585,0,66,186,149,40,11,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
115262,60,12,101,81,46,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
105634,2,0,76,69,11,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
105352,9,0,104,67,7,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
145121,0,0,64,48,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
145234,0,0,109,56,6,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
155214,71,90,192,116,37,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
105613,76,18,180,104,69,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
105426,1,0,120,97,13,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105697,2,0,120,107,13,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
145011,56,17,124,88,24,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
106094,5,0,223,216,20,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
105611,0,0,120,96,10,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105995,0,0,40,35,10,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145895,0,0,148,88,52,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
146008,10,10,99,62,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
115040,4,0,125,118,21,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
105796,0,0,120,69,4,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
106055,0,0,34,29,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
145679,89,13,244,181,23,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
105485,0,37,119,98,8,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
145044,0,0,127,77,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
155236,31,11,128,96,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
115725,1,0,58,46,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
146080,0,0,62,42,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
105596,40,5,180,132,68,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
145636,59,17,139,55,30,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
106074,4,0,120,100,4,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
115505,0,0,68,62,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
115728,1,0,100,87,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
115294,0,0,42,30,5,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
146147,0,0,49,41,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
14E360,0,0,31,19,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145552,0,0,30,24,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
146173,0,0,96,76,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
145389,1,0,123,59,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
155202,0,0,100,63,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
145933,0,0,57,52,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
105343,0,0,105,80,4,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
115496,1,0,50,43,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
146143,4,1,110,83,12,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
106120,0,0,120,50,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
135070,0,0,36,31,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
105539,16,1,114,71,48,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
145626,64,19,195,90,24,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1
145029,43,13,154,63,23,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
115692,0,0,100,78,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
135067,0,0,62,44,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
146091,0,0,130,93,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
145607,36,15,168,101,21,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
115325,1,0,47,38,3,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145659,41,19,141,117,27,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
105355,17,2,99,64,32,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
145151,0,0,85,77,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
145628,0,0,120,62,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
115513,2,0,88,70,9,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
145918,0,0,99,70,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
145863,1,0,125,90,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145436,0,0,116,96,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
145532,48,12,200,103,14,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105477,4,0,120,117,12,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
155042,0,0,155,130,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
105711,1,1,150,115,17,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
135102,1,0,43,32,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
146129,0,0,14,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
105560,2,0,205,170,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
115321,0,0,110,69,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
146082,0,0,57,39,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
145160,0,0,251,97,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
146112,0,0,120,63,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
106063,0,0,61,46,7,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145273,0,0,88,76,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
146075,3,0,86,71,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
115680,3,0,40,26,18,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
106046,0,0,138,116,10,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145136,0,0,65,54,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
