PROV,paymcaid,multifac,pctwhite_2011p,Low Medicaid share (<Median),High Medicaid share (>=Median),No chain affiliation,Chain affiliation,Low racial or ethnic minority share (<Median),High racial or ethnic minority share (>=Median)
676047,62.5,Yes,90.82,1,0,0,1,0,1
675938,52.17,No,86.57,1,0,1,0,1,0
675546,77.44,Yes,72.87,0,1,0,1,1,0
675256,65.38,Yes,77.78,0,1,0,1,1,0
675614,43.75,Yes,80.95,1,0,0,1,1,0
675832,82.14,No,93.1,0,1,1,0,0,1
675638,62.5,No,60.51,1,0,1,0,1,0
45E761,96.3,No,47.83,0,1,1,0,1,0
675084,80.43,Yes,82.22,0,1,0,1,1,0
675001,70,Yes,93.02,0,1,0,1,0,1
675782,76.47,Yes,80,0,1,0,1,1,0
675279,62.16,Yes,94.44,1,0,0,1,0,1
675468,66.67,Yes,96,0,1,0,1,0,1
675062,79.07,Yes,48.65,0,1,0,1,1,0
676067,70.53,Yes,73.86,0,1,0,1,1,0
676148,73.58,Yes,94,0,1,0,1,0,1
675191,89.47,No,52.81,0,1,1,0,1,0
675599,61.29,No,85.71,1,0,1,0,1,0
676017,60.98,Yes,94.44,1,0,0,1,0,1
675751,64.44,Yes,70.21,0,1,0,1,1,0
675042,55.1,Yes,97.96,1,0,0,1,0,1
675361,72.22,Yes,56.07,0,1,0,1,1,0
675812,61.22,Yes,97.83,1,0,0,1,0,1
676026,56.16,No,80,1,0,1,0,1,0
675483,82.76,Yes,100,0,1,0,1,0,1
675234,84.44,No,68.75,0,1,1,0,1,0
675021,67.74,Yes,95.83,0,1,0,1,0,1
675360,73.03,No,48.31,0,1,1,0,1,0
675120,51.79,Yes,83.33,1,0,0,1,1,0
675071,37.78,Yes,85.37,1,0,0,1,1,0
675055,78.95,Yes,87.88,0,1,0,1,1,0
675396,86.11,Yes,0,0,1,0,1,1,0
675365,74.76,Yes,53.75,0,1,0,1,1,0
676044,80,Yes,55.17,0,1,0,1,1,0
675981,69.57,Yes,85.37,0,1,0,1,1,0
676077,76.92,No,95.83,0,1,1,0,0,1
676045,67.37,Yes,84.27,0,1,0,1,1,0
675358,58.75,No,70.27,1,0,1,0,1,0
675417,68.24,Yes,15.66,0,1,0,1,1,0
675471,85.71,Yes,89.19,0,1,0,1,0,1
675615,82.54,Yes,21.67,0,1,0,1,1,0
45E852,64.29,No,44.74,1,0,1,0,1,0
675002,82.65,Yes,13.75,0,1,0,1,1,0
675033,92.66,Yes,53.47,0,1,0,1,1,0
675557,52.68,No,83.65,1,0,1,0,1,0
675363,85.71,Yes,LNE,0,1,0,1,0,1
675664,68.63,Yes,77.78,0,1,0,1,1,0
675409,90.3,Yes,37.8,0,1,0,1,1,0
675049,54.17,Yes,90.48,1,0,0,1,0,1
675079,88.41,Yes,30.65,0,1,0,1,1,0
676206,59.63,No,14.85,1,0,1,0,1,0
675013,54.29,Yes,100,1,0,0,1,0,1
675124,65,Yes,81.13,0,1,0,1,1,0
675217,86.54,Yes,71.7,0,1,0,1,1,0
675144,51.9,Yes,90.48,1,0,0,1,0,1
675194,79.66,Yes,48.21,0,1,0,1,1,0
676000,71.05,Yes,90.77,0,1,0,1,0,1
675402,83.47,Yes,75.83,0,1,0,1,1,0
675816,66.67,Yes,65.38,0,1,0,1,1,0
675267,82.54,Yes,46.88,0,1,0,1,1,0
675668,67.06,No,92.5,0,1,1,0,0,1
675406,70.27,Yes,76.32,0,1,0,1,1,0
675905,63.22,Yes,82.28,1,0,0,1,1,0
675881,81.82,No,21.21,0,1,1,0,1,0
675971,95.83,No,55.1,0,1,1,0,1,0
675229,73.58,No,73.58,0,1,1,0,1,0
675366,67.24,Yes,65.45,0,1,0,1,1,0
675098,73.21,No,87.72,0,1,1,0,1,0
675317,71.62,Yes,58.97,0,1,0,1,1,0
675141,82.05,Yes,60.71,0,1,0,1,1,0
676122,55.26,No,84.06,1,0,1,0,1,0
675443,58.33,No,77.78,1,0,1,0,1,0
675093,68.89,Yes,76,0,1,0,1,1,0
675619,61.19,Yes,86.96,1,0,0,1,1,0
676108,69.47,Yes,89.47,0,1,0,1,0,1
675032,84.42,Yes,50.7,0,1,0,1,1,0
45E947,50,No,95.24,1,0,1,0,0,1
675424,55.77,Yes,88.46,1,0,0,1,1,0
455996,95.96,Yes,15.63,0,1,0,1,1,0
675338,60,Yes,95.24,1,0,0,1,0,1
675625,85.71,Yes,38.1,0,1,0,1,1,0
675795,57.33,Yes,41.03,1,0,0,1,1,0
675976,71.21,Yes,73.85,0,1,0,1,1,0
676035,72.46,Yes,96.3,0,1,0,1,0,1
675541,89.01,Yes,45.45,0,1,0,1,1,0
675970,67.5,Yes,91.89,0,1,0,1,0,1
675646,69.84,Yes,71.19,0,1,0,1,1,0
675350,78.46,No,71.43,0,1,1,0,1,0
675119,79.38,No,75.56,0,1,1,0,1,0
675431,57.6,Yes,73.04,1,0,0,1,1,0
675148,66.67,Yes,82.98,0,1,0,1,1,0
675527,61.22,No,70.59,1,0,1,0,1,0
675395,74.29,Yes,17.74,0,1,0,1,1,0
675028,72.07,Yes,42.2,0,1,0,1,1,0
675373,80.39,Yes,LNE,0,1,0,1,0,1
455994,84.15,No,LNE,0,1,1,0,0,1
676069,87.5,No,65.38,0,1,1,0,1,0
675560,60.87,No,82.09,1,0,1,0,1,0
675046,90.11,Yes,44.71,0,1,0,1,1,0
676264,72.62,Yes,69.01,0,1,0,1,1,0
675702,73.33,Yes,21.05,0,1,0,1,1,0
675870,61.29,No,61.96,1,0,1,0,1,0
675447,78.41,Yes,43.75,0,1,0,1,1,0
675538,77.5,Yes,42.31,0,1,0,1,1,0
675973,85,Yes,100,0,1,0,1,0,1
675418,73.13,Yes,79.37,0,1,0,1,1,0
675946,85.47,Yes,72.55,0,1,0,1,1,0
675282,91.07,Yes,81.25,0,1,0,1,1,0
675879,82.46,Yes,65.52,0,1,0,1,1,0
675128,75.76,Yes,64.52,0,1,0,1,1,0
675369,63.08,No,94.03,1,0,1,0,0,1
675132,80.95,Yes,61.36,0,1,0,1,1,0
675522,73.33,Yes,62.5,0,1,0,1,1,0
675716,84.85,No,63.64,0,1,1,0,1,0
675057,92.59,Yes,48.28,0,1,0,1,1,0
675153,73.45,Yes,86.27,0,1,0,1,1,0
675096,61.73,Yes,70.27,1,0,0,1,1,0
675445,52.94,Yes,74.36,1,0,0,1,1,0
676103,72.34,No,86.96,0,1,1,0,1,0
675201,56.73,Yes,96.91,1,0,0,1,0,1
675253,54.55,No,100,1,0,1,0,0,1
676170,58.87,No,45.45,1,0,1,0,1,0
675113,80.39,Yes,73.68,0,1,0,1,1,0
675852,78.26,Yes,65.79,0,1,0,1,1,0
675323,28,No,91.89,1,0,1,0,0,1
675624,70.18,Yes,69.64,0,1,0,1,1,0
675534,70.27,Yes,86.49,0,1,0,1,1,0
675025,53.33,Yes,40.38,1,0,0,1,1,0
675289,73.13,Yes,71.88,0,1,0,1,1,0
675904,42.42,Yes,92.5,1,0,0,1,0,1
675966,79.79,No,75.95,0,1,1,0,1,0
676142,54.76,No,87.88,1,0,1,0,1,0
675518,82.22,Yes,69.77,0,1,0,1,1,0
45F094,42.42,No,65.52,1,0,1,0,1,0
675923,81.93,No,88.24,0,1,1,0,1,0
455925,54.43,Yes,21.13,1,0,0,1,1,0
675142,53.18,No,75.78,1,0,1,0,1,0
675788,55.77,Yes,87.76,1,0,0,1,1,0
675231,75.28,Yes,25.84,0,1,0,1,1,0
675111,79.69,No,54.55,0,1,1,0,1,0
675594,75.28,Yes,72,0,1,0,1,1,0
676072,62.07,No,74.07,1,0,1,0,1,0
675871,55,Yes,86.11,1,0,0,1,1,0
675690,75.34,Yes,40.58,0,1,0,1,1,0
675729,68.42,No,90.38,0,1,1,0,0,1
675205,58.33,No,35.14,1,0,1,0,1,0
675018,89.66,No,50,0,1,1,0,1,0
675051,60.61,Yes,93.55,1,0,0,1,0,1
675149,53.13,No,85.51,1,0,1,0,1,0
676014,69.77,No,83.75,0,1,1,0,1,0
675204,63.64,No,92,1,0,1,0,0,1
675220,77.63,Yes,85.29,0,1,0,1,1,0
676152,60.84,No,68.11,1,0,1,0,1,0
675330,67.82,Yes,79.57,0,1,0,1,1,0
675856,78.38,Yes,92.65,0,1,0,1,0,1
675374,75.81,Yes,54.55,0,1,0,1,1,0
455965,64.68,No,89.12,0,1,1,0,0,1
675980,48.15,Yes,89.8,1,0,0,1,0,1
675004,58.59,Yes,83.52,1,0,0,1,1,0
676046,62.67,Yes,92.86,1,0,0,1,0,1
675993,65.28,No,58.06,0,1,1,0,1,0
675603,70.21,Yes,89.36,0,1,0,1,0,1
675699,64.06,No,74.19,1,0,1,0,1,0
675020,69.32,Yes,73.96,0,1,0,1,1,0
676079,70.21,No,70.45,0,1,1,0,1,0
675017,92.31,Yes,87.5,0,1,0,1,1,0
675792,73.77,Yes,74.14,0,1,0,1,1,0
675897,61.54,Yes,71.15,1,0,0,1,1,0
675133,57.14,Yes,69.14,1,0,0,1,1,0
675270,70.83,Yes,88.1,0,1,0,1,1,0
675817,71.43,Yes,45.27,0,1,0,1,1,0
675105,94.29,No,75,0,1,1,0,1,0
675230,69.01,No,76.47,0,1,1,0,1,0
675701,74.19,Yes,81.25,0,1,0,1,1,0
676025,56.57,No,80,1,0,1,0,1,0
675459,76.92,Yes,30.77,0,1,0,1,1,0
676043,46.34,No,95.24,1,0,1,0,0,1
675948,63.16,No,90.43,1,0,1,0,0,1
675940,68.35,No,96.15,0,1,1,0,0,1
675943,72.92,Yes,89.13,0,1,0,1,0,1
675272,42.37,No,55.17,1,0,1,0,1,0
676068,66.67,No,64.2,0,1,1,0,1,0
675352,90,Yes,28,0,1,0,1,1,0
675563,50,Yes,93.22,1,0,0,1,0,1
45F197,47.37,No,86.49,1,0,1,0,1,0
675944,58.23,Yes,94.74,1,0,0,1,0,1
45F199,61.76,No,84,1,0,1,0,1,0
675637,49.02,Yes,51.79,1,0,0,1,1,0
675962,71.03,Yes,76.67,0,1,0,1,1,0
675680,13.92,Yes,35.71,1,0,0,1,1,0
675918,70,No,57.95,0,1,1,0,1,0
675139,65.67,Yes,79.31,0,1,0,1,1,0
45F207,70.91,No,93.62,0,1,1,0,0,1
675118,71.26,Yes,80.46,0,1,0,1,1,0
675312,72.73,Yes,34,0,1,0,1,1,0
675611,36.09,Yes,48.33,1,0,0,1,1,0
675112,60.78,Yes,63.92,1,0,0,1,1,0
675136,59.26,No,91.89,1,0,1,0,0,1
676092,65.96,Yes,78.57,0,1,0,1,1,0
676093,75,No,75,0,1,1,0,1,0
675109,88.14,Yes,62.61,0,1,0,1,1,0
676006,70.91,Yes,31.37,0,1,0,1,1,0
675539,69.39,Yes,81.82,0,1,0,1,1,0
675928,79.01,Yes,46.99,0,1,0,1,1,0
675326,51.72,Yes,75.81,1,0,0,1,1,0
675423,81.55,Yes,15.05,0,1,0,1,1,0
675691,64.15,Yes,77.08,1,0,0,1,1,0
675878,57.33,No,97.1,1,0,1,0,0,1
675847,41.94,Yes,79.31,1,0,0,1,1,0
676089,62.67,No,85.07,1,0,1,0,1,0
675975,71.6,Yes,96.77,0,1,0,1,0,1
675801,67.39,Yes,83.33,0,1,0,1,1,0
675210,69.05,Yes,71.05,0,1,0,1,1,0
676003,67.77,No,97.22,0,1,1,0,0,1
675910,92.65,Yes,56.92,0,1,0,1,1,0
675826,43.55,Yes,95.54,1,0,0,1,0,1
676164,51.35,No,76.92,1,0,1,0,1,0
675480,41.18,Yes,60.87,1,0,0,1,1,0
675550,74.65,Yes,92.65,0,1,0,1,0,1
676008,75.33,Yes,87.69,0,1,0,1,1,0
675106,60.95,Yes,LNE,1,0,0,1,0,1
676011,69.84,No,87.1,0,1,1,0,1,0
675602,74.07,Yes,86.36,0,1,0,1,1,0
675274,76.36,Yes,78.43,0,1,0,1,1,0
455974,64.86,Yes,83.33,0,1,0,1,1,0
675902,71.7,No,57.14,0,1,1,0,1,0
675095,45.59,Yes,89.39,1,0,0,1,0,1
45F470,100,Yes,56.25,0,1,0,1,1,0
675159,72.73,Yes,59.43,0,1,0,1,1,0
675030,85.14,Yes,LNE,0,1,0,1,0,1
675947,62.32,Yes,72.46,1,0,0,1,1,0
675367,60,Yes,84,1,0,0,1,1,0
675066,71.7,Yes,90.57,0,1,0,1,0,1
675171,63.73,No,37.5,1,0,1,0,1,0
675101,55.17,Yes,86.54,1,0,0,1,1,0
675972,79.41,No,23.73,0,1,1,0,1,0
676086,73.68,No,80,0,1,1,0,1,0
675722,60.53,Yes,44.29,1,0,0,1,1,0
675292,89.13,Yes,85.37,0,1,0,1,1,0
675959,69.23,Yes,83.87,0,1,0,1,1,0
675152,66.18,Yes,79.03,0,1,0,1,1,0
675176,57.14,No,81.63,1,0,1,0,1,0
675110,63.06,Yes,69.81,1,0,0,1,1,0
675212,54.46,Yes,83.72,1,0,0,1,1,0
675783,65.63,Yes,15.28,0,1,0,1,1,0
675868,85.42,No,55.56,0,1,1,0,1,0
676048,76.06,Yes,82.26,0,1,0,1,1,0
675478,71.7,Yes,57.14,0,1,0,1,1,0
675432,51.25,Yes,67.44,1,0,0,1,1,0
676029,70.11,Yes,77.65,0,1,0,1,1,0
675481,74.29,No,84.62,0,1,1,0,1,0
675561,66.67,No,63.64,0,1,1,0,1,0
676219,51.55,Yes,90.53,1,0,0,1,0,1
675703,84.09,Yes,90.59,0,1,0,1,0,1
675672,77.66,Yes,47.83,0,1,0,1,1,0
676214,77.42,No,LNE,0,1,1,0,0,1
675927,58.33,Yes,74.63,1,0,0,1,1,0
675914,73.2,Yes,59.38,0,1,0,1,1,0
675998,56.71,No,91.84,1,0,1,0,0,1
676370,50,No,96.77,1,0,1,0,0,1
45F402,31.48,Yes,93.75,1,0,0,1,0,1
675756,77.01,Yes,21.51,0,1,0,1,1,0
675766,76.19,No,70.83,0,1,1,0,1,0
675764,81.96,Yes,40.22,0,1,0,1,1,0
675779,72.8,Yes,56.78,0,1,0,1,1,0
676049,75.64,Yes,80.28,0,1,0,1,1,0
675796,85.11,No,LNE,0,1,1,0,0,1
676223,62.2,No,71.25,1,0,1,0,1,0
676015,42.34,No,93.27,1,0,1,0,0,1
675887,29.69,Yes,84.85,1,0,0,1,1,0
675885,58.54,No,92.86,1,0,1,0,0,1
675837,4.88,Yes,89.47,1,0,0,1,0,1
675850,57.5,Yes,46.97,1,0,0,1,1,0
675820,86.87,Yes,16.84,0,1,0,1,1,0
675831,64.17,Yes,15.69,1,0,0,1,1,0
675833,38.26,Yes,58.54,1,0,0,1,1,0
675849,67.71,Yes,74.19,0,1,0,1,1,0
675844,63.89,No,83.7,1,0,1,0,1,0
675848,75.29,Yes,67.82,0,1,0,1,1,0
676091,42.62,Yes,94.03,1,0,0,1,0,1
675886,58.02,No,96.1,1,0,1,0,0,1
676166,58.82,No,75,1,0,1,0,1,0
675925,40.7,Yes,62.34,1,0,0,1,1,0
675988,46.3,No,94.23,1,0,1,0,0,1
675931,77.38,No,55.7,0,1,1,0,1,0
676080,42.86,Yes,87.65,1,0,0,1,1,0
676175,58.11,No,92.54,1,0,1,0,0,1
675960,77.08,No,80.68,0,1,1,0,1,0
676211,50.91,Yes,87.5,1,0,0,1,1,0
676101,58.04,Yes,50,1,0,0,1,1,0
676114,61.43,Yes,91.89,1,0,0,1,0,1
676119,79.8,Yes,LNE,0,1,0,1,0,1
676143,40,Yes,71.28,1,0,0,1,1,0
676157,6.96,Yes,96.3,1,0,0,1,0,1
676141,53.42,No,55.7,1,0,1,0,1,0
676147,56.25,No,75.71,1,0,1,0,1,0
676139,62.5,Yes,69.15,1,0,0,1,1,0
676161,77.78,Yes,83.91,0,1,0,1,1,0
676155,71.19,Yes,62.61,0,1,0,1,1,0
676153,72.31,Yes,76.99,0,1,0,1,1,0
676160,51.61,No,81.82,1,0,1,0,1,0
676179,65.38,Yes,65.06,0,1,0,1,1,0
676176,48.42,No,84.71,1,0,1,0,1,0
676168,10,No,96.3,1,0,1,0,0,1
676180,62.5,Yes,67.01,1,0,0,1,1,0
676183,75,No,LNE,0,1,1,0,0,1
676178,65.22,Yes,12.22,0,1,0,1,1,0
676181,61.8,Yes,15,1,0,0,1,1,0
676185,58.76,Yes,98.84,1,0,0,1,0,1
676198,0,No,97.3,1,0,1,0,0,1
676189,0,No,97.5,1,0,1,0,0,1
676188,82.18,Yes,LNE,0,1,0,1,0,1
676192,59.26,No,91.21,1,0,1,0,0,1
676187,64.84,Yes,56.25,0,1,0,1,1,0
676184,34.23,Yes,87.78,1,0,0,1,1,0
676197,74.32,No,89.61,0,1,1,0,0,1
676193,53.85,Yes,78.57,1,0,0,1,1,0
676191,53.61,Yes,80,1,0,0,1,1,0
676194,59.62,Yes,61.9,1,0,0,1,1,0
676196,40.66,Yes,94.12,1,0,0,1,0,1
676203,4.44,No,LNE,1,0,1,0,0,1
676201,39.66,No,46.51,1,0,1,0,1,0
676202,51.61,Yes,86.96,1,0,0,1,1,0
676195,46.43,Yes,76.77,1,0,0,1,1,0
676218,58.16,Yes,51.61,1,0,0,1,1,0
676208,49.06,Yes,74.23,1,0,0,1,1,0
676204,53.7,Yes,75.49,1,0,0,1,1,0
676209,66.97,Yes,97.22,0,1,0,1,0,1
676239,69.66,No,51.81,0,1,1,0,1,0
676212,56.52,No,95.28,1,0,1,0,0,1
676210,54.03,Yes,69.09,1,0,0,1,1,0
676220,59.09,Yes,91.86,1,0,0,1,0,1
676207,70.73,Yes,26.8,0,1,0,1,1,0
676215,47.19,No,31.51,1,0,1,0,1,0
676213,52.27,Yes,75.64,1,0,0,1,1,0
676230,53.1,No,67.01,1,0,1,0,1,0
676217,79.05,Yes,91.09,0,1,0,1,0,1
676228,3.03,Yes,100,1,0,0,1,0,1
676227,77.05,Yes,81.97,0,1,0,1,1,0
676234,0,Yes,100,1,0,0,1,0,1
676229,50.62,No,78.46,1,0,1,0,1,0
676224,59.79,No,51.16,1,0,1,0,1,0
676221,75.61,No,73.08,0,1,1,0,1,0
676226,69.81,Yes,57.84,0,1,0,1,1,0
676222,59.26,Yes,78.79,1,0,0,1,1,0
676233,68.29,Yes,74.03,0,1,0,1,1,0
676238,78.82,Yes,27.85,0,1,0,1,1,0
676237,41.56,Yes,63.51,1,0,0,1,1,0
676235,52.63,Yes,86.96,1,0,0,1,1,0
676236,10.75,Yes,76.71,1,0,0,1,1,0
676251,76.62,Yes,48.28,0,1,0,1,1,0
676240,48.08,Yes,22.99,1,0,0,1,1,0
676245,72.9,Yes,49.49,0,1,0,1,1,0
676247,77.11,Yes,81.4,0,1,0,1,1,0
676244,43.31,Yes,39.45,1,0,0,1,1,0
676246,68.22,Yes,29.35,0,1,0,1,1,0
676241,70.51,Yes,77.94,0,1,0,1,1,0
676249,28.74,Yes,86.76,1,0,0,1,1,0
676250,69.31,Yes,26.74,0,1,0,1,1,0
676248,69.66,No,89.74,0,1,1,0,0,1
676252,80,No,21.33,0,1,1,0,1,0
676253,58.75,Yes,87.5,1,0,0,1,1,0
676257,65.59,No,67.09,0,1,1,0,1,0
676256,39.47,No,59.68,1,0,1,0,1,0
676255,46.39,Yes,43.96,1,0,0,1,1,0
676259,69.64,Yes,75,0,1,0,1,1,0
676267,63.64,Yes,58.95,1,0,0,1,1,0
676260,48,Yes,67.69,1,0,0,1,1,0
676282,0,Yes,LNE,1,0,0,1,0,1
676263,36.52,Yes,35.9,1,0,0,1,1,0
676262,46.73,Yes,82.47,1,0,0,1,1,0
676266,11.54,No,92.16,1,0,1,0,0,1
676268,16.48,No,84.51,1,0,1,0,1,0
676270,56,Yes,25.58,1,0,0,1,1,0
676269,65.15,No,79.37,0,1,1,0,1,0
676272,58,Yes,67.44,1,0,0,1,1,0
676271,51.92,Yes,64.95,1,0,0,1,1,0
676274,50.56,No,62.69,1,0,1,0,1,0
676273,50.49,Yes,84.88,1,0,0,1,1,0
676275,57.89,Yes,86.81,1,0,0,1,1,0
676280,52.38,Yes,85.92,1,0,0,1,1,0
676294,50,Yes,86.11,1,0,0,1,1,0
676283,45.95,Yes,25.51,1,0,0,1,1,0
676278,45.45,Yes,90.77,1,0,0,1,0,1
676279,2.13,No,86.84,1,0,1,0,1,0
676276,78.79,No,17.02,0,1,1,0,1,0
676281,79.31,Yes,19.54,0,1,0,1,1,0
676300,62.03,Yes,98.77,1,0,0,1,0,1
676285,55.56,No,73.26,1,0,1,0,1,0
676288,78,No,LNE,0,1,1,0,0,1
676289,53.77,Yes,77.92,1,0,0,1,1,0
676295,73.26,Yes,81.4,0,1,0,1,1,0
676293,86.57,Yes,28.85,0,1,0,1,1,0
676299,75.47,Yes,48.57,0,1,0,1,1,0
676297,63.37,Yes,25.84,1,0,0,1,1,0
676303,0,No,86.67,1,0,1,0,1,0
676308,53.68,Yes,68.24,1,0,0,1,1,0
676310,35.79,Yes,56.96,1,0,0,1,1,0
676305,0,No,100,1,0,1,0,0,1
676306,3.13,No,97.06,1,0,1,0,0,1
676311,30.61,Yes,88.89,1,0,0,1,0,1
676309,54.78,No,82.47,1,0,1,0,1,0
676314,78.95,Yes,LNE,0,1,0,1,0,1
676312,44.79,No,24.14,1,0,1,0,1,0
676315,79.73,No,65.71,0,1,1,0,1,0
676313,63.21,Yes,LNE,1,0,0,1,0,1
676319,61.76,Yes,88.37,1,0,0,1,1,0
676317,55,Yes,82.86,1,0,0,1,1,0
676323,42.37,Yes,45.9,1,0,0,1,1,0
676318,85.42,No,38.55,0,1,1,0,1,0
676321,46.43,No,28.43,1,0,1,0,1,0
676326,82.05,Yes,63.77,0,1,0,1,1,0
676327,67.82,Yes,81.82,0,1,0,1,1,0
465003,60.23,No,85.88,1,0,1,0,1,0
465006,52.17,Yes,87.5,1,0,0,1,1,0
465009,74.36,No,78.79,0,1,1,0,1,0
465020,56.76,Yes,93.75,1,0,0,1,0,1
465049,79.37,Yes,83.64,0,1,0,1,1,0
465057,84.91,Yes,LNE,0,1,0,1,0,1
465059,52.17,Yes,41.3,1,0,0,1,1,0
465062,50.79,No,85.98,1,0,1,0,1,0
465064,66.67,Yes,92.98,0,1,0,1,0,1
46A071,95,No,80,0,1,1,0,1,0
465066,55.43,Yes,80.52,1,0,0,1,1,0
465067,57.26,Yes,89.57,1,0,0,1,0,1
465163,62.26,Yes,97.96,1,0,0,1,0,1
465069,43.08,No,69.81,1,0,1,0,1,0
465072,76.56,Yes,83.33,0,1,0,1,1,0
465074,75.41,Yes,80.36,0,1,0,1,1,0
465075,63.73,Yes,85.06,1,0,0,1,1,0
465078,32.05,Yes,LNE,1,0,0,1,0,1
465079,74.65,No,94.68,0,1,1,0,0,1
465082,83.72,Yes,92,0,1,0,1,0,1
465083,77.19,Yes,85.45,0,1,0,1,1,0
465084,61.76,No,89.13,1,0,1,0,0,1
465085,37.5,No,100,1,0,1,0,0,1
465086,85.45,No,79.25,0,1,1,0,1,0
465088,83.33,Yes,91.67,0,1,0,1,0,1
465089,54.43,Yes,96.88,1,0,0,1,0,1
465090,56.25,Yes,87.5,1,0,0,1,1,0
465091,69.81,Yes,67.35,0,1,0,1,1,0
465092,71.93,No,96.36,0,1,1,0,0,1
465093,58.33,Yes,82.5,1,0,0,1,1,0
465094,69.88,Yes,76.92,0,1,0,1,1,0
465095,64.05,Yes,81.33,1,0,0,1,1,0
465096,83.1,Yes,79.31,0,1,0,1,1,0
465097,42.37,Yes,86.79,1,0,0,1,1,0
465098,66.67,No,94.74,0,1,1,0,0,1
465100,75,Yes,40.74,0,1,0,1,1,0
465101,58.33,No,51.72,1,0,1,0,1,0
465102,48.39,Yes,96.67,1,0,0,1,0,1
465104,59.38,No,81.03,1,0,1,0,1,0
465107,73.17,Yes,94.87,0,1,0,1,0,1
465108,70.24,No,85.29,0,1,1,0,1,0
465109,54.65,No,94.03,1,0,1,0,0,1
465111,45.1,Yes,95.29,1,0,0,1,0,1
465112,52.31,Yes,92.31,1,0,0,1,0,1
465115,84.91,Yes,82.98,0,1,0,1,1,0
465116,70,Yes,96.55,0,1,0,1,0,1
465117,71.88,No,85.71,0,1,1,0,1,0
465119,60.22,No,80.26,1,0,1,0,1,0
465123,0,Yes,LNE,1,0,0,1,0,1
465124,79.75,No,73.33,0,1,1,0,1,0
465125,75.56,Yes,94.87,0,1,0,1,0,1
465137,41.67,Yes,92.73,1,0,0,1,0,1
465139,9.86,Yes,93.65,1,0,0,1,0,1
465149,0,Yes,96.88,1,0,0,1,0,1
465150,5.06,Yes,98.55,1,0,0,1,0,1
465152,55.07,Yes,91.04,1,0,0,1,0,1
465177,0,No,100,1,0,1,0,0,1
465155,0,Yes,100,1,0,0,1,0,1
465156,62.03,Yes,89.06,1,0,0,1,0,1
465159,0,Yes,96.67,1,0,0,1,0,1
465160,0,Yes,93.55,1,0,0,1,0,1
465162,0,Yes,100,1,0,0,1,0,1
465166,0,Yes,100,1,0,0,1,0,1
465167,0,Yes,94.74,1,0,0,1,0,1
465168,8.33,Yes,87.5,1,0,0,1,1,0
465169,0,No,94.74,1,0,1,0,0,1
465170,0,Yes,100,1,0,0,1,0,1
465171,0,No,93.33,1,0,1,0,0,1
465172,3.48,Yes,89.09,1,0,0,1,0,1
465173,29.17,Yes,100,1,0,0,1,0,1
465174,0,No,92,1,0,1,0,0,1
465176,0,Yes,100,1,0,0,1,0,1
465178,27.87,Yes,100,1,0,0,1,0,1
465144,71.74,No,91.11,0,1,1,0,0,1
465165,47.62,Yes,95.83,1,0,0,1,0,1
465153,68.18,Yes,100,0,1,0,1,0,1
465146,76.15,Yes,78.9,0,1,0,1,1,0
465158,88.89,No,74.29,0,1,1,0,1,0
465128,68.42,Yes,84.48,0,1,0,1,1,0
465175,58.97,Yes,97.22,1,0,0,1,0,1
465143,46.25,Yes,96.43,1,0,0,1,0,1
465130,26.47,Yes,57.69,1,0,0,1,1,0
46A058,94.29,No,45.71,0,1,1,0,1,0
465147,50,Yes,100,1,0,0,1,0,1
465183,70.37,Yes,LNE,0,1,0,1,0,1
465157,38.46,No,100,1,0,1,0,0,1
465129,72.55,No,90.91,0,1,1,0,0,1
46A064,100,No,52,0,1,1,0,1,0
46A066,88.57,Yes,78.79,0,1,0,1,1,0
46A069,96,Yes,61.9,0,1,0,1,1,0
46A070,50,No,93.55,1,0,1,0,0,1
475003,75.2,Yes,99.14,0,1,0,1,0,1
475008,51.92,No,100,1,0,1,0,0,1
475010,61.22,Yes,97.92,1,0,0,1,0,1
475012,67.67,Yes,98.37,0,1,0,1,0,1
475014,62.24,Yes,99,1,0,0,1,0,1
475017,64.13,No,100,1,0,1,0,0,1
475018,68.18,Yes,96.77,0,1,0,1,0,1
475019,58.54,Yes,100,1,0,0,1,0,1
475020,72.92,Yes,98.89,0,1,0,1,0,1
475021,76.92,Yes,98.65,0,1,0,1,0,1
475023,56.92,Yes,77.05,1,0,0,1,1,0
475025,68,Yes,100,0,1,0,1,0,1
475026,88.24,No,100,0,1,1,0,0,1
475027,74.39,Yes,98.36,0,1,0,1,0,1
475029,54.95,No,100,1,0,1,0,0,1
475030,58.27,Yes,97.48,1,0,0,1,0,1
475032,48.25,No,95.58,1,0,1,0,0,1
475033,70.37,No,98.28,0,1,1,0,0,1
475036,81.82,No,100,0,1,1,0,0,1
475037,72.97,Yes,98.53,0,1,0,1,0,1
475039,73.68,Yes,97.7,0,1,0,1,0,1
475056,0,No,100,1,0,1,0,0,1
475057,58.57,No,100,1,0,1,0,0,1
475058,100,No,100,0,1,1,0,0,1
475053,38.78,No,97.73,1,0,1,0,0,1
475040,60.38,No,100,1,0,1,0,0,1
475049,43.24,Yes,100,1,0,0,1,0,1
475046,40.54,No,100,1,0,1,0,0,1
475052,65.71,No,94.12,0,1,1,0,0,1
475047,58.62,No,98.18,1,0,1,0,0,1
475042,88.89,No,100,0,1,1,0,0,1
475045,53.66,No,100,1,0,1,0,0,1
