countyFIPS,7/19/20,7/19/20,population,County Infections per 100K,County Deaths per 100K,County Infections per 100K below Median,County Infections per 100K Median or higher,County Deaths per 100K below Median,County Deaths per 100K Median or higher
24009,490,27,92525,530,29,0,1,0,1
24011,360,3,33406,1078,9,0,1,0,1
24013,1269,115,168447,753,68,0,1,0,1
24015,553,29,102855,538,28,0,1,0,1
24017,1609,90,163257,986,55,0,1,0,1
24019,245,5,31929,767,16,0,1,0,1
24021,2722,120,259547,1049,46,0,1,0,1
24023,34,0,29014,117,0,1,0,1,0
24025,1412,66,255441,553,26,0,1,0,1
24027,3097,98,325690,951,30,0,1,0,1
24029,221,23,19422,1138,118,0,1,0,1
24031,16372,768,1050688,1558,73,0,1,0,1
24033,20589,723,909327,2264,80,0,1,0,1
24035,318,23,50381,631,46,0,1,0,1
24037,773,51,113510,681,45,0,1,0,1
24039,108,3,25616,422,12,1,0,0,1
24041,243,4,37181,654,11,0,1,0,1
24043,784,29,151049,519,19,0,1,0,1
24045,1181,42,103609,1140,41,0,1,0,1
24047,408,18,52276,780,34,0,1,0,1
24510,9428,382,593490,1589,64,0,1,0,1
0,314,6,0,,,0,1,0,1
25001,1622,154,212990,762,72,0,1,0,1
25003,623,45,124944,499,36,0,1,0,1
25005,8681,609,565217,1536,108,0,1,0,1
25007,59,0,17332,340,0,1,0,1,0
25009,16733,1143,789034,2121,145,0,1,0,1
25011,390,57,70180,556,81,0,1,0,1
25013,7140,678,466372,1531,145,0,1,0,1
25015,1039,120,160830,646,75,0,1,0,1
25017,24886,1946,1611699,1544,121,0,1,0,1
25019,27,1,11399,237,9,1,0,0,1
25021,9699,967,706775,1372,137,0,1,0,1
25023,8889,695,521202,1705,133,0,1,0,1
25025,20601,1035,803907,2563,129,0,1,0,1
25027,12830,969,830622,1545,117,0,1,0,1
0,4422,73,0,,,0,1,0,1
26001,25,1,10405,240,10,1,0,0,1
26003,4,0,9108,44,0,1,0,1,0
26005,424,7,118081,359,6,1,0,1,0
26007,125,13,28405,440,46,1,0,0,1
26009,29,0,23324,124,0,1,0,1,0
26011,39,3,14883,262,20,1,0,0,1
26013,5,0,8209,61,0,1,0,1,0
26015,153,2,61550,249,3,1,0,1,0
26017,478,31,103126,464,30,1,0,0,1
26019,22,1,17766,124,6,1,0,1,0
26021,1114,61,153401,726,40,0,1,0,1
26023,293,2,43517,673,5,0,1,1,0
26025,652,39,134159,486,29,0,1,0,1
26027,217,7,51787,419,14,1,0,0,1
26029,40,2,26143,153,8,1,0,0,1
26031,30,2,25276,119,8,1,0,0,1
26033,24,0,37349,64,0,1,0,1,0
26035,38,3,30950,123,10,1,0,0,1
26037,326,12,79595,410,15,1,0,0,1
26039,86,5,14029,613,36,0,1,0,1
26041,47,3,35784,131,8,1,0,0,1
26043,33,2,25239,131,8,1,0,0,1
26045,375,7,110268,340,6,1,0,1,0
26047,45,2,33415,135,6,1,0,1,0
26049,3087,292,405813,761,72,0,1,0,1
26051,30,1,25449,118,4,1,0,1,0
26053,36,1,13975,258,7,1,0,0,1
26055,123,5,93088,132,5,1,0,1,0
26057,115,14,40711,282,34,1,0,0,1
26059,217,25,45605,476,55,0,1,0,1
26061,33,0,35684,92,0,1,0,1,0
26063,96,3,30981,310,10,1,0,0,1
26065,1286,29,292406,440,10,1,0,0,1
26067,233,5,64697,360,8,1,0,0,1
26069,122,11,25127,486,44,0,1,0,1
26071,9,1,11066,81,9,1,0,0,1
26073,183,8,69872,262,11,1,0,0,1
26075,580,32,158510,366,20,1,0,0,1
26077,1327,73,265066,501,28,0,1,0,1
26079,45,3,18038,249,17,1,0,0,1
26081,6335,147,656955,964,22,0,1,0,1
26083,2,0,2116,95,0,1,0,1,0
26085,13,0,11853,110,0,1,0,1,0
26087,339,32,87607,387,37,1,0,0,1
26089,54,0,21761,248,0,1,0,1,0
26091,312,11,98451,317,11,1,0,0,1
26093,669,28,191995,348,15,1,0,0,1
26095,3,0,6229,48,0,1,0,1,0
26097,9,0,10799,83,0,1,0,1,0
26099,8353,933,873972,956,107,0,1,0,1
26101,29,0,24558,118,0,1,0,1,0
26103,105,11,66699,157,16,1,0,0,1
26105,82,0,29144,281,0,1,0,1,0
26107,45,2,43453,104,5,1,0,1,0
26109,55,0,22780,241,0,1,0,1,0
26111,225,9,83156,271,11,1,0,0,1
26113,39,1,15118,258,7,1,0,1,0
26115,740,22,150500,492,15,0,1,0,1
26117,151,1,63888,236,2,1,0,1,0
26119,7,0,9328,75,0,1,0,1,0
26121,1030,55,173566,593,32,0,1,0,1
26123,219,0,48980,447,0,1,0,1,0
26125,13398,1114,1257584,1065,89,0,1,0,1
26127,436,5,26467,1647,19,0,1,0,1
26129,47,2,20997,224,10,1,0,0,1
26131,1,0,5720,17,0,1,0,1,0
26133,61,0,23460,260,0,1,0,1,0
26135,23,1,8241,279,12,1,0,0,1
26137,127,10,24668,515,41,0,1,0,1
26139,1460,53,291830,500,18,0,1,0,1
26141,14,0,12592,111,0,1,0,1,0
26143,44,0,24019,183,0,1,0,1,0
26145,1563,124,190539,820,65,0,1,0,1
26147,645,53,159128,405,33,1,0,0,1
26149,442,6,60964,725,10,0,1,0,1
26151,75,6,41170,182,15,1,0,0,1
26153,7,0,8094,86,0,1,0,1,0
26155,295,28,68122,433,41,1,0,0,1
26157,251,27,52245,480,52,0,1,0,1
26159,301,9,75677,398,12,1,0,0,1
26161,2103,109,367601,572,30,0,1,0,1
26163,25136,2781,1749343,1437,159,0,1,0,1
26165,53,4,33631,158,12,1,0,0,1
0,93,0,0,,,0,1,0,1
27001,19,0,15886,120,0,1,0,1,0
27003,2667,109,356921,747,31,0,1,0,1
27005,80,0,34423,232,0,1,0,1,0
27007,100,0,47188,212,0,1,0,1,0
27009,266,3,40889,651,7,0,1,0,1
27011,19,0,4991,381,0,1,0,1,0
27013,669,2,67653,989,3,0,1,1,0
27015,55,2,25008,220,8,1,0,0,1
27017,102,0,35871,284,0,1,0,1,0
27019,559,2,105089,532,2,0,1,1,0
27021,32,2,29779,107,7,1,0,0,1
27023,86,1,11800,729,8,0,1,0,1
27025,124,1,56579,219,2,1,0,1,0
27027,668,38,64222,1040,59,0,1,0,1
27029,14,0,8818,159,0,1,0,1,0
27031,1,0,5463,18,0,1,0,1,0
27033,147,0,11196,1313,0,0,1,1,0
27035,128,12,65055,197,18,1,0,0,1
27037,3046,100,429021,710,23,0,1,0,1
27039,112,0,20934,535,0,0,1,1,0
27041,100,0,38141,262,0,1,0,1,0
27043,70,0,13653,513,0,0,1,1,0
27045,45,0,21067,214,0,1,0,1,0
27047,325,1,30281,1073,3,0,1,1,0
27049,147,8,46340,317,17,1,0,0,1
27051,33,1,5972,553,17,0,1,0,1
27053,14734,801,1265843,1164,63,0,1,0,1
27055,33,0,18600,177,0,1,0,1,0
27057,12,0,21491,56,0,1,0,1,0
27059,93,0,40596,229,0,1,0,1,0
27061,96,12,45130,213,27,1,0,0,1
27063,60,0,9846,609,0,0,1,1,0
27065,19,1,16337,116,6,1,0,1,0
27067,611,1,43199,1414,2,0,1,1,0
27069,2,0,4298,47,0,1,0,1,0
27071,36,2,12229,294,16,1,0,0,1
27073,6,0,6623,91,0,1,0,1,0
27075,12,0,10641,113,0,1,0,1,0
27077,0,0,3740,0,0,1,0,1,0
27079,153,1,28887,530,3,0,1,1,0
27081,47,0,5639,833,0,0,1,1,0
27083,377,3,25474,1480,12,0,1,0,1
27085,111,0,35893,309,0,1,0,1,0
27087,17,1,5527,308,18,1,0,0,1
27089,21,0,9336,225,0,1,0,1,0
27091,184,5,19683,935,25,0,1,0,1
27093,72,1,23222,310,4,1,0,1,0
27095,45,2,26277,171,8,1,0,0,1
27097,73,1,33386,219,3,1,0,1,0
27099,1006,2,40062,2511,5,0,1,1,0
27101,94,0,8194,1147,0,0,1,1,0
27103,225,13,34274,656,38,0,1,0,1
27105,1706,6,21629,7888,28,0,1,0,1
27107,22,0,6375,345,0,1,0,1,0
27109,1400,20,158293,884,13,0,1,0,1
27111,130,1,58746,221,2,1,0,1,0
27113,59,0,14119,418,0,1,0,1,0
27115,117,0,29579,396,0,1,0,1,0
27117,111,5,9126,1216,55,0,1,0,1
27119,95,3,31364,303,10,1,0,0,1
27121,24,0,11249,213,0,1,0,1,0
27123,5687,247,550321,1033,45,0,1,0,1
27125,5,0,4055,123,0,1,0,1,0
27127,27,0,15170,178,0,1,0,1,0
27129,44,4,14548,302,27,1,0,0,1
27131,915,8,66972,1366,12,0,1,0,1
27133,42,0,9315,451,0,1,0,1,0
27135,31,0,15165,204,0,1,0,1,0
27137,284,16,199070,143,8,1,0,0,1
27139,1010,7,149013,678,5,0,1,1,0
27141,423,5,97238,435,5,1,0,1,0
27143,66,2,14865,444,13,1,0,0,1
27145,2643,19,161075,1641,12,0,1,0,1
27147,278,1,36649,759,3,0,1,1,0
27149,13,0,9805,133,0,1,0,1,0
27151,46,1,9266,496,11,0,1,0,1
27153,404,2,24664,1638,8,0,1,0,1
27155,9,0,3259,276,0,1,0,1,0
27157,55,0,21627,254,0,1,0,1,0
27159,19,0,13682,139,0,1,0,1,0
27161,89,0,18612,478,0,0,1,1,0
27163,1458,40,262440,556,15,0,1,0,1
27165,278,0,10897,2551,0,0,1,1,0
27167,23,3,6207,371,48,1,0,0,1
27169,186,16,50484,368,32,1,0,0,1
27171,614,4,138377,444,3,1,0,1,0
27173,35,0,9709,360,0,1,0,1,0
0,0,0,0,,,0,1,0,1
28001,408,22,30693,1329,72,0,1,0,1
28003,148,2,36953,401,5,1,0,1,0
28005,136,4,12297,1106,33,0,1,0,1
28007,404,23,18174,2223,127,0,1,0,1
28009,77,0,8259,932,0,0,1,1,0
28011,550,18,30628,1796,59,0,1,0,1
28013,241,5,14361,1678,35,0,1,0,1
28015,218,11,9947,2192,111,0,1,0,1
28017,330,19,17103,1929,111,0,1,0,1
28019,89,4,8210,1084,49,0,1,0,1
28021,336,11,8988,3738,122,0,1,0,1
28023,250,25,15541,1609,161,0,1,0,1
28025,294,12,19316,1522,62,0,1,0,1
28027,410,7,22124,1853,32,0,1,0,1
28029,731,20,28065,2605,71,0,1,0,1
28031,463,6,18636,2484,32,0,1,0,1
28033,2347,20,184945,1269,11,0,1,0,1
28035,1161,45,74897,1550,60,0,1,0,1
28037,63,2,7713,817,26,0,1,0,1
28039,163,3,24500,665,12,0,1,0,1
28041,154,10,13586,1134,74,0,1,0,1
28043,695,15,20758,3348,72,0,1,0,1
28045,190,14,47632,399,29,1,0,0,1
28047,1387,18,208080,667,9,0,1,0,1
28049,3579,70,231840,1544,30,0,1,0,1
28051,631,43,17010,3710,253,0,1,0,1
28053,203,10,8064,2517,124,0,1,0,1
28055,14,1,1327,1055,75,0,1,0,1
28057,184,8,23390,787,34,0,1,0,1
28059,1081,21,143617,753,15,0,1,0,1
28061,287,6,16383,1752,37,0,1,0,1
28063,141,3,6990,2017,43,0,1,0,1
28065,150,4,11128,1348,36,0,1,0,1
28067,1346,53,68098,1977,78,0,1,0,1
28069,194,15,9742,1991,154,0,1,0,1
28071,586,4,54019,1085,7,0,1,0,1
28073,772,8,63343,1219,13,0,1,0,1
28075,1075,83,74125,1450,112,0,1,0,1
28077,207,2,12586,1645,16,0,1,0,1
28079,677,21,22786,2971,92,0,1,0,1
28081,768,24,85436,899,28,0,1,0,1
28083,632,56,28183,2242,199,0,1,0,1
28085,593,36,34153,1736,105,0,1,0,1
28087,639,17,58595,1091,29,0,1,0,1
28089,1691,44,106272,1591,41,0,1,0,1
28091,398,12,24573,1620,49,0,1,0,1
28093,375,4,35294,1063,11,0,1,0,1
28095,511,43,35252,1450,122,0,1,0,1
28097,219,3,9775,2240,31,0,1,0,1
28099,1074,81,29118,3688,278,0,1,0,1
28101,435,10,21018,2070,48,0,1,0,1
28103,306,10,10417,2938,96,0,1,0,1
28105,688,27,49587,1387,54,0,1,0,1
28107,565,6,34192,1652,18,0,1,0,1
28109,363,32,55535,654,58,0,1,0,1
28111,110,5,11973,919,42,0,1,0,1
28113,582,25,39288,1481,64,0,1,0,1
28115,478,6,32174,1486,19,0,1,0,1
28117,178,6,25126,708,24,0,1,0,1
28119,123,1,6792,1811,15,0,1,0,1
28121,1415,22,155271,911,14,0,1,0,1
28123,873,16,28124,3104,57,0,1,0,1
28125,64,0,4321,1481,0,0,1,1,0
28127,522,5,26658,1958,19,0,1,0,1
28129,301,12,15916,1891,75,0,1,0,1
28131,100,2,18336,545,11,0,1,0,1
28133,633,11,25110,2521,44,0,1,0,1
28135,290,4,13809,2100,29,0,1,0,1
28137,460,18,28321,1624,64,0,1,0,1
28139,190,11,22015,863,50,0,1,0,1
28141,155,1,19383,800,5,0,1,1,0
28143,146,3,9632,1516,31,0,1,0,1
28145,323,11,28815,1121,38,0,1,0,1
28147,345,12,14286,2415,84,0,1,0,1
28149,690,22,45381,1520,48,0,1,0,1
28151,953,18,43909,2170,41,0,1,0,1
28153,622,20,20183,3082,99,0,1,0,1
28155,141,11,9689,1455,114,0,1,0,1
28157,121,11,8630,1402,127,0,1,0,1
28159,348,13,17955,1938,72,0,1,0,1
28161,236,9,12108,1949,74,0,1,0,1
28163,610,7,29690,2055,24,0,1,0,1
0,0,0,0,,,0,1,0,1
29001,107,0,25343,422,0,1,0,1,0
29003,65,1,17712,367,6,1,0,1,0
29005,6,0,5143,117,0,1,0,1,0
29007,157,1,25388,618,4,0,1,1,0
29009,156,0,35789,436,0,1,0,1,0
29011,48,0,11754,408,0,1,0,1,0
29013,18,1,16172,111,6,1,0,1,0
29015,32,0,19443,165,0,1,0,1,0
29017,40,0,12133,330,0,1,0,1,0
29019,742,2,180463,411,1,1,0,1,0
29021,974,6,87364,1115,7,0,1,0,1
29023,145,0,42478,341,0,1,0,1,0
29025,19,1,9020,211,11,1,0,0,1
29027,80,1,44743,179,2,1,0,1,0
29029,102,2,46305,220,4,1,0,1,0
29031,429,3,78871,544,4,0,1,1,0
29033,48,0,8679,553,0,0,1,1,0
29035,8,1,5982,134,17,1,0,0,1
29037,268,8,105780,253,8,1,0,0,1
29039,25,0,14349,174,0,1,0,1,0
29041,13,0,7426,175,0,1,0,1,0
29043,118,1,88595,133,1,1,0,1,0
29045,2,0,6797,29,0,1,0,1,0
29047,625,13,249948,250,5,1,0,1,0
29049,36,0,20387,177,0,1,0,1,0
29051,159,2,76745,207,3,1,0,1,0
29053,33,0,17709,186,0,1,0,1,0
29055,28,0,23920,117,0,1,0,1,0
29057,4,0,7561,53,0,1,0,1,0
29059,28,1,16878,166,6,1,0,1,0
29061,13,0,8278,157,0,1,0,1,0
29063,20,1,12547,159,8,1,0,0,1
29065,9,0,15573,58,0,1,0,1,0
29067,26,1,13185,197,8,1,0,0,1
29069,147,3,29131,505,10,0,1,0,1
29071,354,18,103967,340,17,1,0,0,1
29073,13,0,14706,88,0,1,0,1,0
29075,70,9,6571,1065,137,0,1,0,1
29077,625,9,293086,213,3,1,0,1,0
29079,22,1,9850,223,10,1,0,0,1
29081,35,1,8352,419,12,1,0,0,1
29083,41,3,21824,188,14,1,0,0,1
29085,2,0,9544,21,0,1,0,1,0
29087,1,0,4403,23,0,1,0,1,0
29089,15,0,10001,150,0,1,0,1,0
29091,63,0,40117,157,0,1,0,1,0
29093,4,0,10125,40,0,1,0,1,0
29095,5627,83,703011,800,12,0,1,0,1
29097,1239,17,121328,1021,14,0,1,0,1
29099,711,22,225081,316,10,1,0,0,1
29101,354,1,54062,655,2,0,1,1,0
29103,2,0,3959,51,0,1,0,1,0
29105,138,1,35723,386,3,1,0,1,0
29107,117,2,32708,358,6,1,0,1,0
29109,94,2,38355,245,5,1,0,1,0
29111,12,1,9776,123,10,1,0,0,1
29113,153,1,59013,259,2,1,0,1,0
29115,22,1,11920,185,8,1,0,0,1
29117,30,0,15227,197,0,1,0,1,0
29119,817,1,22837,3578,4,0,1,1,0
29121,36,0,15117,238,0,1,0,1,0
29123,9,0,12088,74,0,1,0,1,0
29125,7,0,8697,80,0,1,0,1,0
29127,48,0,28530,168,0,1,0,1,0
29129,8,0,3617,221,0,1,0,1,0
29131,42,0,25619,164,0,1,0,1,0
29133,100,0,13180,759,0,0,1,1,0
29135,71,2,16132,440,12,1,0,0,1
29137,7,0,8644,81,0,1,0,1,0
29139,24,0,11551,208,0,1,0,1,0
29141,31,0,20627,150,0,1,0,1,0
29143,101,1,17076,591,6,0,1,1,0
29145,651,2,58236,1118,3,0,1,1,0
29147,29,0,22092,131,0,1,0,1,0
29149,10,0,10529,95,0,1,0,1,0
29151,17,0,13615,125,0,1,0,1,0
29153,3,0,9174,33,0,1,0,1,0
29155,160,6,15805,1012,38,0,1,0,1
29157,179,3,19136,935,16,0,1,0,1
29159,197,2,42339,465,5,1,0,1,0
29161,57,0,44573,128,0,1,0,1,0
29163,47,1,18302,257,5,1,0,1,0
29165,207,6,104418,198,6,1,0,1,0
29167,85,0,32149,264,0,1,0,1,0
29169,155,1,52607,295,2,1,0,1,0
29171,4,0,4696,85,0,1,0,1,0
29173,11,0,10309,107,0,1,0,1,0
29175,21,1,24748,85,4,1,0,1,0
29177,37,0,23018,161,0,1,0,1,0
29179,10,0,6270,159,0,1,0,1,0
29181,27,0,13288,203,0,1,0,1,0
29183,1746,79,402022,434,20,1,0,0,1
29185,10,0,9397,106,0,1,0,1,0
29186,29,1,17894,162,6,1,0,1,0
29187,189,2,67215,281,3,1,0,1,0
29189,8713,606,994205,876,61,0,1,0,1
29195,346,5,22761,1520,22,0,1,0,1
29197,6,0,4660,129,0,1,0,1,0
29199,11,1,4902,224,20,1,0,0,1
29201,244,13,38280,637,34,0,1,0,1
29203,31,0,8166,380,0,1,0,1,0
29205,7,0,5930,118,0,1,0,1,0
29207,169,9,29025,582,31,0,1,0,1
29209,38,0,31952,119,0,1,0,1,0
29211,122,0,6089,2004,0,0,1,1,0
29213,174,3,55928,311,5,1,0,1,0
29215,16,0,25398,63,0,1,0,1,0
29217,41,0,20563,199,0,1,0,1,0
29219,85,0,35649,238,0,1,0,1,0
29221,40,1,24730,162,4,1,0,1,0
29223,5,0,12873,39,0,1,0,1,0
29225,76,1,39592,192,3,1,0,1,0
29227,4,0,2013,199,0,1,0,1,0
29229,51,0,18289,279,0,1,0,1,0
29510,3252,156,300576,1082,52,0,1,0,1
0,0,2,0,,,0,1,0,1
30001,9,0,9453,95,0,1,0,1,0
30003,142,5,13319,1066,38,0,1,0,1
30005,4,0,6681,60,0,1,0,1,0
30007,9,0,6237,144,0,1,0,1,0
30009,41,0,10725,382,0,1,0,1,0
30011,0,0,1252,0,0,1,0,1,0
30013,72,2,81366,88,2,1,0,1,0
30015,0,0,5635,0,0,1,0,1,0
30017,41,0,11402,360,0,1,0,1,0
30019,0,0,1690,0,0,1,0,1,0
30021,8,0,8613,93,0,1,0,1,0
30023,8,0,9140,88,0,1,0,1,0
30025,1,0,2846,35,0,1,0,1,0
30027,4,0,11050,36,0,1,0,1,0
30029,120,2,103806,116,2,1,0,1,0
30031,581,1,114434,508,1,0,1,1,0
30033,11,0,1258,874,0,0,1,1,0
30035,34,0,13753,247,0,1,0,1,0
30037,3,0,821,365,0,1,0,1,0
30039,6,0,3379,178,0,1,0,1,0
30041,35,0,16484,212,0,1,0,1,0
30043,14,0,12221,115,0,1,0,1,0
30045,0,0,2007,0,0,1,0,1,0
30047,102,0,30458,335,0,1,0,1,0
30049,80,1,69432,115,1,1,0,1,0
30051,1,0,2337,43,0,1,0,1,0
30053,45,1,19980,225,5,1,0,1,0
30055,0,0,1664,0,0,1,0,1,0
30057,44,1,8600,512,12,0,1,0,1
30059,4,0,1862,215,0,1,0,1,0
30061,0,0,4397,0,0,1,0,1,0
30063,160,1,119600,134,1,1,0,1,0
30065,1,0,4633,22,0,1,0,1,0
30067,30,0,16606,181,0,1,0,1,0
30069,0,0,487,0,0,1,0,1,0
30071,0,0,3954,0,0,1,0,1,0
30073,5,0,5911,85,0,1,0,1,0
30075,0,0,1682,0,0,1,0,1,0
30077,0,0,6890,0,0,1,0,1,0
30079,0,0,1077,0,0,1,0,1,0
30081,50,1,43806,114,2,1,0,1,0
30083,34,0,10803,315,0,1,0,1,0
30085,8,0,11004,73,0,1,0,1,0
30087,16,1,8937,179,11,1,0,0,1
30089,4,0,12113,33,0,1,0,1,0
30091,2,0,3309,60,0,1,0,1,0
30093,30,0,34915,86,0,1,0,1,0
30095,13,0,9642,135,0,1,0,1,0
30097,2,0,3737,54,0,1,0,1,0
30099,15,0,6147,244,0,1,0,1,0
30101,31,6,4736,655,127,0,1,0,1
30103,2,0,696,287,0,1,0,1,0
30105,4,0,7396,54,0,1,0,1,0
30107,2,0,2126,94,0,1,0,1,0
30109,1,0,969,103,0,1,0,1,0
30111,702,15,161300,435,9,1,0,0,1
0,2,1,0,,,0,1,0,1
31001,316,10,31363,1008,32,0,1,0,1
31003,16,1,6298,254,16,1,0,0,1
31005,0,0,463,0,0,1,0,1,0
31007,2,0,745,268,0,1,0,1,0
31009,0,0,465,0,0,1,0,1,0
31011,7,0,5192,135,0,1,0,1,0
31013,4,0,10783,37,0,1,0,1,0
31015,1,0,1919,52,0,1,0,1,0
31017,0,0,2955,0,0,1,0,1,0
31019,233,1,49659,469,2,1,0,1,0
31021,16,0,6459,248,0,1,0,1,0
31023,53,0,8016,661,0,0,1,1,0
31025,110,1,26248,419,4,1,0,1,0
31027,19,0,8402,226,0,1,0,1,0
31029,1,0,3924,25,0,1,0,1,0
31031,3,0,5689,53,0,1,0,1,0
31033,21,0,8910,236,0,1,0,1,0
31035,36,0,6203,580,0,0,1,1,0
31037,684,4,10709,6387,37,0,1,0,1
31039,40,0,8846,452,0,1,0,1,0
31041,40,4,10777,371,37,1,0,0,1
31043,1872,37,20026,9348,185,0,1,0,1
31045,4,0,8589,47,0,1,0,1,0
31047,883,7,23595,3742,30,0,1,0,1
31049,1,0,1794,56,0,1,0,1,0
31051,56,2,5636,994,35,0,1,0,1
31053,723,8,36565,1977,22,0,1,0,1
31055,8610,110,571327,1507,19,0,1,0,1
31057,0,0,1693,0,0,1,0,1,0
31059,20,1,5462,366,18,1,0,0,1
31061,8,0,2979,269,0,1,0,1,0
31063,2,0,2627,76,0,1,0,1,0
31065,10,1,4676,214,21,1,0,0,1
31067,70,4,21513,325,19,1,0,0,1
31069,4,0,1837,218,0,1,0,1,0
31071,3,0,1969,152,0,1,0,1,0
31073,13,0,1990,653,0,0,1,1,0
31075,0,0,623,0,0,1,0,1,0
31077,6,0,2356,255,0,1,0,1,0
31079,1646,45,61353,2683,73,0,1,0,1
31081,78,12,9324,837,129,0,1,0,1
31083,1,0,3380,30,0,1,0,1,0
31085,0,0,922,0,0,1,0,1,0
31087,1,0,2762,36,0,1,0,1,0
31089,4,0,10067,40,0,1,0,1,0
31091,2,0,682,293,0,1,0,1,0
31093,50,4,6445,776,62,0,1,0,1
31095,12,0,7046,170,0,1,0,1,0
31097,9,0,5071,177,0,1,0,1,0
31099,18,0,6495,277,0,1,0,1,0
31101,7,0,8034,87,0,1,0,1,0
31103,0,0,806,0,0,1,0,1,0
31105,14,0,3632,385,0,1,0,1,0
31107,26,0,8332,312,0,1,0,1,0
31109,2414,13,319090,757,4,0,1,1,0
31111,65,2,34914,186,6,1,0,1,0
31113,0,0,748,0,0,1,0,1,0
31115,0,0,664,0,0,1,0,1,0
31117,3,0,494,607,0,0,1,1,0
31119,391,4,35099,1114,11,0,1,0,1
31121,41,0,7755,529,0,0,1,1,0
31123,53,0,4642,1142,0,0,1,1,0
31125,6,0,3519,171,0,1,0,1,0
31127,6,0,6972,86,0,1,0,1,0
31129,3,0,4148,72,0,1,0,1,0
31131,31,0,16012,194,0,1,0,1,0
31133,1,0,2613,38,0,1,0,1,0
31135,0,0,2891,0,0,1,0,1,0
31137,28,0,9034,310,0,1,0,1,0
31139,15,0,7148,210,0,1,0,1,0
31141,710,3,33470,2121,9,0,1,0,1
31143,14,0,5213,269,0,1,0,1,0
31145,9,0,10724,84,0,1,0,1,0
31147,10,1,7865,127,13,1,0,0,1
31149,2,0,1357,147,0,1,0,1,0
31151,559,2,14224,3930,14,0,1,0,1
31153,1502,8,187196,802,4,0,1,1,0
31155,101,2,21578,468,9,1,0,0,1
31157,250,5,35618,702,14,0,1,0,1
31159,56,1,17284,324,6,1,0,1,0
31161,8,0,5246,152,0,1,0,1,0
31163,5,0,3001,167,0,1,0,1,0
31165,5,0,1166,429,0,1,0,1,0
31167,22,0,5920,372,0,1,0,1,0
31169,19,0,5003,380,0,1,0,1,0
31171,1,0,722,139,0,1,0,1,0
31173,181,1,7224,2506,14,0,1,0,1
31175,9,0,4158,216,0,1,0,1,0
31177,75,1,20729,362,5,1,0,1,0
31179,35,0,9385,373,0,1,0,1,0
31181,9,0,3487,258,0,1,0,1,0
31183,0,0,783,0,0,1,0,1,0
31185,59,0,13679,431,0,1,0,1,0
0,0,0,0,,,0,1,0,1
32001,33,1,24909,132,4,1,0,1,0
32003,30432,527,2266715,1343,23,0,1,0,1
32005,101,0,48905,207,0,1,0,1,0
32007,325,1,52778,616,2,0,1,1,0
32009,0,0,873,0,0,1,0,1,0
32011,2,0,2029,99,0,1,0,1,0
32013,85,4,16831,505,24,0,1,0,1
32015,47,0,5532,850,0,0,1,1,0
32017,3,0,5183,58,0,1,0,1,0
32019,154,2,57510,268,3,1,0,1,0
32021,10,0,4505,222,0,1,0,1,0
32023,236,4,46523,507,9,0,1,0,1
32027,13,0,6725,193,0,1,0,1,0
32029,2,0,4123,49,0,1,0,1,0
32031,4054,101,471519,860,21,0,1,0,1
32033,10,1,9580,104,10,1,0,0,1
32510,251,6,55916,449,11,1,0,0,1
0,0,0,0,,,0,1,0,1
33001,96,4,61303,157,7,1,0,1,0
33003,71,0,48910,145,0,1,0,1,0
33005,80,2,76085,105,3,1,0,1,0
33007,13,0,31563,41,0,1,0,1,0
33009,98,1,89886,109,1,1,0,1,0
33011,3510,265,417025,842,64,0,1,0,1
33013,439,20,151391,290,13,1,0,0,1
33015,1551,92,309769,501,30,0,1,0,1
33017,306,13,130633,234,10,1,0,0,1
33019,38,1,43146,88,2,1,0,1,0
0,674,0,0,,,0,1,0,1
34001,3116,237,263670,1182,90,0,1,0,1
34003,19980,2031,932202,2143,218,0,1,0,1
34005,5442,459,445349,1222,103,0,1,0,1
34007,7829,559,506471,1546,110,0,1,0,1
34009,754,82,92039,819,89,0,1,0,1
34011,3076,154,149527,2057,103,0,1,0,1
34013,19105,2089,798975,2391,261,0,1,0,1
34015,2824,197,291636,968,68,0,1,0,1
34017,19248,1491,672391,2863,222,0,1,0,1
34019,1100,126,124371,884,101,0,1,0,1
34021,7825,608,367430,2130,165,0,1,0,1
34023,17158,1392,825062,2080,169,0,1,0,1
34025,9659,848,618795,1561,137,0,1,0,1
34027,6958,825,491845,1415,168,0,1,0,1
34029,9947,1008,607186,1638,166,0,1,0,1
34031,17162,1238,501826,3420,247,0,1,0,1
34033,831,80,62385,1332,128,0,1,0,1
34035,5065,550,328934,1540,167,0,1,0,1
34037,1246,195,140488,887,139,0,1,0,1
34039,16297,1342,556341,2929,241,0,1,0,1
34041,1276,169,105267,1212,161,0,1,0,1
0,955,0,0,,,0,1,0,1
35001,3775,100,679121,556,15,0,1,0,1
35003,4,1,3527,113,28,1,0,0,1
35005,197,4,64615,305,6,1,0,1,0
35006,262,15,26675,982,56,0,1,0,1
35007,11,1,11941,92,8,1,0,0,1
35009,302,1,48954,617,2,0,1,1,0
35011,0,0,1748,0,0,1,0,1,0
35013,1717,13,218195,787,6,0,1,1,0
35015,181,2,58460,310,3,1,0,1,0
35017,49,0,26998,181,0,1,0,1,0
35019,24,0,4300,558,0,0,1,1,0
35021,1,0,625,160,0,1,0,1,0
35023,78,0,4198,1858,0,0,1,1,0
